canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-021	Willow	6	15.0		"=HYPERLINK(""https://what3words.com/negotiators.vesting.crusher"",""negotiators.vesting.crusher"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770941%2C-2.337038"",""(51.770941, -2.337038)"")"	"
Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-021-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-022	Hawthorn	1	8.0		"=HYPERLINK(""https://what3words.com/dreamers.statue.cocktail"",""dreamers.statue.cocktail"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770738%2C-2.337172"",""(51.770738, -2.337172)"")"	"

"	"
"	Could not safely access other side of tree				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-023	Willow	2	20.0	80.0	"=HYPERLINK(""https://what3words.com/modes.paradise.unloaded"",""modes.paradise.unloaded"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770753%2C-2.337074"",""(51.770753, -2.337074)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-024	Hawthorn	1	8.0	20.0	"=HYPERLINK(""https://what3words.com/garlic.haggle.hatch"",""garlic.haggle.hatch"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770681%2C-2.337077"",""(51.770681, -2.337077)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-025	Oak	1	20.0	120.0	"=HYPERLINK(""https://what3words.com/buggy.sharpen.utter"",""buggy.sharpen.utter"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77064%2C-2.337192"",""(51.77064, -2.337192)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-026	Willow	1	10.0	50.0	"=HYPERLINK(""https://what3words.com/sobered.groomed.betraying"",""sobered.groomed.betraying"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770588%2C-2.336724"",""(51.770588, -2.336724)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-027	Hawthorn	4	7.0		"=HYPERLINK(""https://what3words.com/images.certified.shortcuts"",""images.certified.shortcuts"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770549%2C-2.33677"",""(51.770549, -2.33677)"")"	"

"	"
"	Could not safely access other side of tree				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-028	Willow	2	12.0		"=HYPERLINK(""https://what3words.com/ship.fellow.companies"",""ship.fellow.companies"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770402%2C-2.336166"",""(51.770402, -2.336166)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-029	Willow	2	7.0		"=HYPERLINK(""https://what3words.com/clap.shuffles.plodded"",""clap.shuffles.plodded"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770213%2C-2.335861"",""(51.770213, -2.335861)"")"	"
Lots of ivy in crown, Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-029-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-030	Willow	2	12.0		"=HYPERLINK(""https://what3words.com/loft.careful.inflation"",""loft.careful.inflation"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.769701%2C-2.33499"",""(51.769701, -2.33499)"")"	"
Leaning over tow path or river, Lots of ivy in crown
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-030-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-030-willow-additional_photo_1.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-001	Hawthorn	1	4.0	9.0	"=HYPERLINK(""https://what3words.com/emeralds.rare.dining"",""emeralds.rare.dining"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.769042%2C-2.334307"",""(51.769042, -2.334307)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-002	Ash	2	6.0		"=HYPERLINK(""https://what3words.com/hears.avid.pelt"",""hears.avid.pelt"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.769216%2C-2.334249"",""(51.769216, -2.334249)"")"	"Class 1 - 100% to 75%

"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-002-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-003	Ash	1	8.0		"=HYPERLINK(""https://what3words.com/contents.unrated.passage"",""contents.unrated.passage"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.769135%2C-2.334161"",""(51.769135, -2.334161)"")"	"Class 2 - 75% to 50%
Lots of ivy in crown
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-003-ash-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-003-ash-general_photo.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-004	Oak	1	29.0	173.0	"=HYPERLINK(""https://what3words.com/acquaint.elder.mincing"",""acquaint.elder.mincing"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768904%2C-2.334215"",""(51.768904, -2.334215)"")"	"
Bracket fungus on trunk
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-004-oak-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-004-oak-additional_photo_2.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-004-oak-additional_photo_1.jpg"",""Photo 3"")"",""Photo 3"")"",""Photo 3"")"",""Photo 3"")"	
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-005	Willow	1	12.0		"=HYPERLINK(""https://what3words.com/speedily.newsstand.hoping"",""speedily.newsstand.hoping"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768084%2C-2.333159"",""(51.768084, -2.333159)"")"	"
Lots of ivy in crown, Broken/dangling branch, Leaning over tow path or river
"	"Second opinion from Arboriculturalist
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-005-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-006	Willow	1	12.0		"=HYPERLINK(""https://what3words.com/slave.brain.activates"",""slave.brain.activates"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768785%2C-2.333682"",""(51.768785, -2.333682)"")"	"
Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-006-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-007	Willow	1	8.0		"=HYPERLINK(""https://what3words.com/coconut.scanty.dozed"",""coconut.scanty.dozed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768704%2C-2.333595"",""(51.768704, -2.333595)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-008	Willow	3	15.0		"=HYPERLINK(""https://what3words.com/link.breakaway.layers"",""link.breakaway.layers"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768435%2C-2.333421"",""(51.768435, -2.333421)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-009	Willow	3	18.0		"=HYPERLINK(""https://what3words.com/scariest.enter.times"",""scariest.enter.times"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.768003%2C-2.333115"",""(51.768003, -2.333115)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-010	Field Maple	1	10.0		"=HYPERLINK(""https://what3words.com/curable.savings.hobbyists"",""curable.savings.hobbyists"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767869%2C-2.333028"",""(51.767869, -2.333028)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-011	Hawthorn	2	7.0		"=HYPERLINK(""https://what3words.com/since.basically.petition"",""since.basically.petition"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767518%2C-2.332767"",""(51.767518, -2.332767)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-012	Ash	1	12.0		"=HYPERLINK(""https://what3words.com/seat.flop.spurted"",""seat.flop.spurted"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767437%2C-2.33268"",""(51.767437, -2.33268)"")"	"Class 1 - 100% to 75%

"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-012-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-013	Hawthorn	1	5.0		"=HYPERLINK(""https://what3words.com/downward.organ.thumbnail"",""downward.organ.thumbnail"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767268%2C-2.332767"",""(51.767268, -2.332767)"")"	"

"	"
"	Could not safely access other side of tree				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-014	Willow	4	15.0		"=HYPERLINK(""https://what3words.com/visitors.chest.inflamed"",""visitors.chest.inflamed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767303%2C-2.332592"",""(51.767303, -2.332592)"")"	"

Dead branch overhanging canal"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-014-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-015	Hawthorn	1	10.0		"=HYPERLINK(""https://what3words.com/prepare.sampling.comedy"",""prepare.sampling.comedy"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767081%2C-2.332722"",""(51.767081, -2.332722)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-016	Willow	1	22.0		"=HYPERLINK(""https://what3words.com/sprouted.abandons.justifies"",""sprouted.abandons.justifies"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.767087%2C-2.332462"",""(51.767087, -2.332462)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-017	Hawthorn	1	7.0	80.0	"=HYPERLINK(""https://what3words.com/lateral.stuff.diverged"",""lateral.stuff.diverged"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766741%2C-2.332449"",""(51.766741, -2.332449)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-018	Field Maple	2	10.0		"=HYPERLINK(""https://what3words.com/reduction.helpers.cooks"",""reduction.helpers.cooks"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766818%2C-2.332244"",""(51.766818, -2.332244)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-019	Deciduous	1	5.0		"=HYPERLINK(""https://what3words.com/chapels.toasters.enabling"",""chapels.toasters.enabling"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766764%2C-2.332157"",""(51.766764, -2.332157)"")"	"
Tree is dead
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-019-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-020	Willow	1	12.0		"=HYPERLINK(""https://what3words.com/next.crisper.monorail"",""next.crisper.monorail"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766575%2C-2.332026"",""(51.766575, -2.332026)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-021	Hawthorn	2	5.0		"=HYPERLINK(""https://what3words.com/array.whirlpool.infects"",""array.whirlpool.infects"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766128%2C-2.331911"",""(51.766128, -2.331911)"")"	"
Leaning over tow path or river, Other
Tree uprooting from bank"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-021-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-022	Willow	1	12.0		"=HYPERLINK(""https://what3words.com/inhales.streamers.confronts"",""inhales.streamers.confronts"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766144%2C-2.331634"",""(51.766144, -2.331634)"")"	"
Leaning over tow path or river
"	"Second opinion from Arboriculturalist
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-022-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-023	Willow	2	12.0		"=HYPERLINK(""https://what3words.com/flattered.solving.goggles"",""flattered.solving.goggles"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766036%2C-2.33159"",""(51.766036, -2.33159)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-024	Ash	1	14.0		"=HYPERLINK(""https://what3words.com/flattered.solving.goggles"",""flattered.solving.goggles"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.766036%2C-2.33159"",""(51.766036, -2.33159)"")"	"Class 1 - 100% to 75%

"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-024-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-025	Hawthorn	3	6.0	24.0	"=HYPERLINK(""https://what3words.com/sparkles.butter.dished"",""sparkles.butter.dished"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765894%2C-2.331757"",""(51.765894, -2.331757)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-026	Ash	1	10.0	15.0	"=HYPERLINK(""https://what3words.com/cries.clef.captures"",""cries.clef.captures"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765877%2C-2.331708"",""(51.765877, -2.331708)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-026-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-027	Willow	6	20.0		"=HYPERLINK(""https://what3words.com/layers.paddocks.someone"",""layers.paddocks.someone"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765766%2C-2.331416"",""(51.765766, -2.331416)"")"	"
Lots of ivy in crown, Leaning over tow path or river, Other
Dead branch overhanging canal"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-027-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-028	Willow	1	25.0	59.0	"=HYPERLINK(""https://what3words.com/universe.disengage.polygraph"",""universe.disengage.polygraph"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765175%2C-2.33102"",""(51.765175, -2.33102)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-029	Cherry Laurel	1	5.0		"=HYPERLINK(""https://what3words.com/fatigued.splash.hoot"",""fatigued.splash.hoot"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.76518%2C-2.330956"",""(51.76518, -2.330956)"")"	"

"	"
"	Could not safely access other side of tree				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-030	Pine	3	8.0		"=HYPERLINK(""https://what3words.com/split.grapes.remarking"",""split.grapes.remarking"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.76515%2C-2.331041"",""(51.76515, -2.331041)"")"	"

"	"
"	Could not safely access other side of tree				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-031	Ash	1	15.0		"=HYPERLINK(""https://what3words.com/split.grapes.remarking"",""split.grapes.remarking"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765173%2C-2.331059"",""(51.765173, -2.331059)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-031-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-032	Willow	2	12.0		"=HYPERLINK(""https://what3words.com/manifests.sourcing.mile"",""manifests.sourcing.mile"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.765246%2C-2.331103"",""(51.765246, -2.331103)"")"	"

"	"
"	Could not safely access other side of tree				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-033	Large leaved lime	1	12.0		"=HYPERLINK(""https://what3words.com/revolts.line.escalated"",""revolts.line.escalated"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.764931%2C-2.330588"",""(51.764931, -2.330588)"")"	"

"	"
"	On other side of bank				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-034	Sycamore	1	6.0		"=HYPERLINK(""https://what3words.com/stopwatch.theory.depravity"",""stopwatch.theory.depravity"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.764608%2C-2.3305"",""(51.764608, -2.3305)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-035	Small leaved lime	3	10.0	38.0	"=HYPERLINK(""https://what3words.com/hazel.rungs.amber"",""hazel.rungs.amber"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.764441%2C-2.330987"",""(51.764441, -2.330987)"")"	"

"	"
"	No				
5 – Occupation Bridge to A38 Roundabout	"19/11/2021
Chris Shaw,Debbie Campbell"	OCB-036	Ash	1	5.0	20.0	"=HYPERLINK(""https://what3words.com/overcomes.dozens.couriers"",""overcomes.dozens.couriers"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.764516%2C-2.330933"",""(51.764516, -2.330933)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/OCB-036-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-001	Hawthorn	7	8.0	35.0	"=HYPERLINK(""https://what3words.com/salutes.masts.spun"",""salutes.masts.spun"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.754036%2C-2.318946"",""(51.754036, -2.318946)"")"	"
Lots of ivy in crown, Broken/dangling branch
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-001-hawthorn-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-001-hawthorn-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-002	Willow	1	14.0	70.0	"=HYPERLINK(""https://what3words.com/suitable.clocks.browsers"",""suitable.clocks.browsers"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.754115%2C-2.318759"",""(51.754115, -2.318759)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-003	Alder	1	14.0	65.0	"=HYPERLINK(""https://what3words.com/expect.nests.accented"",""expect.nests.accented"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.754064%2C-2.318371"",""(51.754064, -2.318371)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-004	Poplar	2	9.0	29.0	"=HYPERLINK(""https://what3words.com/internal.capillary.saucepan"",""internal.capillary.saucepan"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753768%2C-2.318752"",""(51.753768, -2.318752)"")"	"
Lots of ivy in crown, Other
Growing under power cables."	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-004-poplar-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
